Date,Open,High,Low,Close,Adj Close,Volume
1/2/2020,59.6875,59.977500915527344,59.18000030517578,59.977500915527344,59.74124526977539,23753600
1/3/2020,58.775001525878906,59.45750045776367,58.525001525878906,59.01750183105469,58.78502274,20538400
1/6/2020,58.08000183105469,59.317501068115234,57.817501068115234,59.26499938964844,59.03154754638672,26263600
1/7/2020,59.54999923706055,60.442501068115234,59.09749984741211,59.98249816894531,59.746219635009766,31485600
1/8/2020,59.93999862670898,60.50999832,59.53749847412109,60.095001220703125,59.858280181884766,27710800
1/9/2020,60.962501525878906,61.48249816894531,60.21500015258789,60.755001068115234,60.51568222045898,25511200
1/10/2020,61.83250045776367,62.13750076293945,60.9375,61.08000183105469,60.83939743041992,31629600
1/13/2020,61.915000915527344,63.247501373291016,61.6875,62.994998931884766,62.74684524536133,31984000
1/14/2020,62.56499862670898,62.81999969482422,61.6875,61.81999969482422,61.57648086547852,35908800
1/15/2020,61.94749832,62.17250061035156,61.13249969482422,61.39250183105469,61.15066146850586,26310400
1/16/2020,61.93000030517578,62.29249954223633,61.69499969482422,62.23249816894531,61.98735809326172,28419200
1/17/2020,62.42499923706055,62.5,61.84249877929688,62.31999969482422,62.07451248168945,25379200
1/21/2020,61.95249938964844,62.32249832,61.64250183105469,61.98500061035156,61.74082565307617,21791600
1/22/2020,62.43999862670898,63.397499084472656,62.25,62.52750015258789,62.28118896484375,23924000
1/23/2020,62.93000030517578,63.29999923706055,62.03749847412109,63.21500015258789,62.96598052978516,24451600
1/24/2020,64.375,64.875,62.07500076293945,62.619998931884766,62.37332534790039,37351200
1/27/2020,59.560001373291016,60.5625,58.057498931884766,60.04999923706055,59.81344985961914,47053600
1/28/2020,60.712501525878906,62.317501068115234,60.17750168,61.99250030517578,61.74830246,31097600
1/29/2020,61.84749984741211,62.209999084472656,60.98500061035156,61.38499832,61.143192291259766,25884800
1/30/2020,60.40250015258789,61.587501525878906,59.84999847412109,61.45249938964844,61.21043777,29050400
1/31/2020,60.99250030517578,61.11249923706055,58.6875,59.10749816894531,58.87466812133789,37042000
2/3/2020,58.92499923706055,60.27750015258789,58.86249923706055,60.08250045776367,59.84581756591797,25556400
2/4/2020,61.50749969482422,61.97499847412109,61.005001068115234,61.782501220703125,61.53913116455078,27154400
2/5/2020,62.997501373291016,63.09999847412109,61.852500915527344,62.68999862670898,62.44305419921875,20822000
2/6/2020,63.03499984741211,63.5625,62.220001220703125,63.5625,63.31211853027344,21828400
2/7/2020,63.15999984741211,63.38249969482422,62.64250183105469,62.897499084472656,62.64974212646485,18975200
2/10/2020,63.125,65.75,63.07500076293945,65.74250030517578,65.48352813720703,52960800
2/11/2020,66.83000183105469,68.125,66.20749664,66.97250366210938,66.70869445800781,63855600
2/12/2020,67.50250244140625,68.19999694824219,67.11250305175781,68.13500213623047,67.86661529541016,37464400
2/13/2020,67.55249786376953,68.37000274658203,67.27749633789062,67.69499969482422,67.42832184,52801600
2/14/2020,71.81500244140625,73.74250030517578,71.5,72.44750213623047,72.16210938,104192400
2/18/2020,71.41000366210938,74.32749938964844,71.21499633789062,74.14250183105469,73.85044098,62016400
2/19/2020,75.37249755859375,78.85250091552734,75.37249755859375,78.67500305175781,78.36508942,69433200
2/20/2020,78.19249725341797,79.08000183105469,74.08750153,77.17500305175781,76.87099457,81005200
2/21/2020,76.04750061035156,76.30000305175781,72.66500091552734,73.51750183105469,73.22791290283203,76818000
2/24/2020,67.54750061035156,70.46749877929688,67,68.31999969482422,68.05088043,85691600
2/25/2020,69.07499694824219,69.69750213623047,64.48999786376953,65.51249694824219,65.25444030761719,105549600
2/26/2020,65.51499938964844,68.86250305175781,65.5,66.91249847,66.64892578,74773200
2/27/2020,63.72499847412109,66.75,62.22249984741211,63.150001525878906,62.93886947631836,90641600
2/28/2020,60.61500168,68.11499786376953,60.44749832,67.51750183105469,67.29174805,113325200
3/2/2020,69.22499847,69.39749908447266,65.25,69.10749816894531,68.87644958496094,89074400
3/3/2020,69.66750336,70.26750183105469,65.61499786376953,66.47250366210938,66.25027465820312,65279200
3/4/2020,67.55000305175781,71.22250366210938,66.80000305175781,71.12750244140625,70.88969421386719,59740800
3/5/2020,69.125,70.80000305175781,67.875,68.32250213623047,68.09405517578125,54032800
3/6/2020,66.51999664,67.09750366210938,64.5,66.51000213623047,66.28764343261719,51541200
3/9/2020,59.97499847412109,64.84999847,59.54499816894531,61.36000061035156,61.15485382080078,61416000
3/10/2020,64.13500213623047,65.26999664,61.497501373291016,65.26999664,65.05177307128906,58064800
3/11/2020,63.86500168,64.15000153,60.64250183105469,61.61750030517578,61.41148758,49996400
3/12/2020,56.36500168,59.02999877929688,53.95000076293945,54.07749938964844,53.89669799804688,81654000
3/13/2020,57.625,60.255001068115234,54.90250015258789,60.209999084472656,60.00869369506836,63483600
3/16/2020,53.102500915527344,56.525001525878906,48.5,49.09999847412109,48.93583297729492,72697200
3/17/2020,50.227500915527344,55.21500015258789,47.75,54.317501068115234,54.13589096069336,83363200
3/18/2020,50.025001525878906,52.48500061035156,45.16999816894531,50.70500183105469,50.53548431396485,87426800
3/19/2020,50.49000168,54.182498931884766,48.34749984741211,53.24250030517578,53.064491271972656,76551200
3/20/2020,54.75,57.58000183105469,51.282501220703125,51.4375,51.26551818847656,80463600
3/23/2020,51.42750168,54.119998931884766,49.630001068115234,53.17250061035156,52.99472427368164,64387600
3/24/2020,57.25,63.165000915527344,57.01250076293945,62.29499816894531,62.08672332763672,110164400
3/25/2020,63.45000076293945,65.45500183105469,60.915000915527344,61.40499877929688,61.199703216552734,79343200
3/26/2020,63.48500061035156,65.55500030517578,62.5,64.30999755859375,64.09497833251953,69610800
3/27/2020,62.5,65.77999877929688,62.16999816894531,63.182498931884766,62.97126388549805,63882800
3/30/2020,63.84000015258789,66.48999786376953,63.397499084472656,66.39749908447266,66.17549896240234,60225200
3/31/2020,66.80000305175781,68.84999847,64.4375,65.90000153,65.67967224121094,94996000
4/1/2020,63.91249847412109,65.38249969482422,60.31999969482422,60.76750183105469,60.56432723999024,65691200
4/2/2020,61.060001373291016,64,60.57749938964844,63.86750030517578,63.65396499633789,67576400
4/3/2020,63.49000168,63.907501220703125,59.59749984741211,60.977500915527344,60.77363204956055,66321200
4/6/2020,63.810001373291016,67.47000122070312,63.23249816894531,67.09999847,66.87566375732422,72788400
4/7/2020,69.32499694824219,69.5625,64.32499694824219,64.75749969482422,64.54097747802734,78452000
4/8/2020,65.85250091552734,66.98750305175781,65.15000153,66.73750305175781,66.51438141,54244400
4/9/2020,68,68.23000336,65.10500336,65.73750305175781,65.51771545410156,52556400
4/13/2020,65.13749694824219,67.55000305175781,64.25,67.46250153,67.23696136,39840800
4/14/2020,68.75,71.33000183105469,68.47250366210938,70.98750305175781,70.75016021728516,53094800
4/15/2020,69.30000305175781,71.04250336,68.84500122070312,70.20999908447266,69.97526550292969,36614800
4/16/2020,71.76999664,74.75,71.63749694824219,73.67500305175781,73.42868805,74562000
4/17/2020,74.5,74.71499633789062,71.73500061035156,73.08000183105469,72.83566284179688,53912000
4/20/2020,71.80999755859375,73.375,71.31749725341797,71.76249694824219,71.52258301,44938800
4/21/2020,70.57749938964844,71.19249725341797,66.77749633789062,67.37750244140625,67.15224457,73516000
4/22/2020,69.30750274658203,71.96749877929688,68.84999847,71.53749847,71.29830932617188,48335600
4/23/2020,71.95999908447266,73.28500366210938,70.75,71.00250244140625,70.76511383,42416000
4/24/2020,70.90000153,72.41750336,70.15000153,72.39749908447266,72.15543365478516,35232800
4/27/2020,73.74749755859375,75.875,73.5,74.26999664,74.02167510986328,47938800
4/28/2020,75.75,76.05000305175781,72.78500366210938,72.83999633789062,72.59645844,44290400
4/29/2020,74.19249725341797,75.14499664,73.4375,74.61499786376953,74.36553192138672,37916000
4/30/2020,74.07250213623047,74.61499786376953,72.93000030517578,73.06999969482422,72.82569885253906,37591600
5/1/2020,71.08750153,72.22499847,70.20999908447266,70.69499969482422,70.45863342285156,34209600
5/4/2020,70.22000122070312,72.95999908447266,70.22000122070312,72.82250213623047,72.57903289794922,31755600
5/5/2020,73.86750030517578,75.06749725341797,72.82250213623047,73.43499755859375,73.18947601,36889600
5/6/2020,74.23249816894531,75.5,73.85250091552734,74.44750213623047,74.1986084,32346400
5/7/2020,75.84500122070312,76.85250091552734,75.33000183105469,76.21749877929688,75.96266937,37373200
5/8/2020,76.9375,78.1875,76.59750366210938,78.125,77.86380767822266,33921600
5/11/2020,78.07499694824219,81.125,77.78749847,80.65499877929688,80.38533020019531,46906000
5/12/2020,81.23500061035156,81.72499847,77.92749786376953,78.02500153,77.76415252685547,49306000
5/13/2020,79.17500305175781,80.78500366210938,75.94750213623047,77.80000305175781,77.53987884521484,62585200
5/14/2020,78.41750336,80.36000061035156,76.875,80.30500030517578,80.03649902,60231200
5/15/2020,78.89749908447266,85.00499725341797,78.73999786376953,84.90750122070312,84.62361907958984,98766000
5/18/2020,87.60500336,89.16500091552734,86.80500030517578,87.50250244140625,87.20996094,77446000
5/19/2020,87.90249633789062,90.875,87.62750244140625,88.05500030517578,87.76060485839844,71732000
5/20/2020,89.91000366210938,90.43000030517578,88.88749694824219,89.69999694824219,89.40008544921875,58753600
5/21/2020,90.51499938964844,90.52500153,87.375,87.75250244140625,87.45911407470703,76106800
5/22/2020,88.25250244140625,90.93000030517578,87.13249969482422,90.26249695,89.96070861816406,103876400
5/26/2020,91.56749725341795,91.81749725341795,86.72000122070312,87.17749786376953,86.88603210449219,77078000
5/27/2020,86.25,86.32749938964844,79.96749877929688,85.25250244140625,84.96746826171875,117589200
5/28/2020,84.12249755859375,87.60500336,83.79250336,84.87000274658203,84.58625793457031,73489600
5/29/2020,85.54499816894531,88.75499725341797,84.84999847,88.75499725341797,88.45825958251953,74525600
6/1/2020,88.33249664,88.40750122070312,86.89499664,88.0625,87.76806641,38987600
6/2/2020,87.96250153,88.37249755859375,86.58000183105469,88.25250244140625,87.95743560791016,39132000
6/3/2020,88.22250366210938,88.66249847,87,87.69499969482422,87.40180969238281,36544000
6/4/2020,87.27999877929688,89.43250274658203,86.77500153,87.66500091552734,87.41178131103516,42428000
6/5/2020,87.94499969482422,89.97000122070312,87.08000183105469,89.19999694824219,88.94234466552734,48174800
6/8/2020,88.77249908447266,88.89749908447266,86.85749816894531,88.05000305175781,87.79566192626953,38773600
6/9/2020,88,91.09750366210938,87.51249694824219,90.45999908447266,90.19870758,46848800
6/10/2020,91.67749786376952,95,91.53500366210938,93.66750336,93.39694213867188,63218000
6/11/2020,91.5,92.61250305,87.86000061035156,87.96250153,87.70841217041016,58365200
6/12/2020,91.625,91.87249755859376,87.03250122070312,89.32499694824219,89.06697082519531,57090800
6/15/2020,88.15249633789062,91.82250213623048,87.4375,91.73750305,91.47251892089844,40000400
6/16/2020,92.25,92.66750336,88.38749694824219,90.68499755859376,90.42304993,53571600
6/17/2020,91.13749695,92.98999786376952,90.70249938964844,92.36000061035156,92.09320831298828,40830400
6/18/2020,92.26999664,92.82499695,91.14499664,92.18000030517578,91.91372680664062,25440800
6/19/2020,92.42500305,94.44999695,92.27249908447266,92.61250305,92.3449707,52416000
6/22/2020,93,95.3125,92.73249816894533,95.26750183105467,94.99231719970705,39846800
6/23/2020,95.51000213623048,96.42500305,94.07499695,94.5,94.22703552246094,37510800
6/24/2020,94.76249695,95.56500244140624,91.44499969482422,92.35500336,92.08823395,44937200
